by_group,choice,value,n,question,text,group,Likert score
Inner Metro,Somewhat disagree,0.13,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,2
Inner Metro,Neutral,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,3
Inner Metro,Somewhat agree,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,4
Inner Metro,Strongly agree,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,5
Inner Metro,Don't know,0.03,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,Don't know
LNP,Strongly disagree,0.22,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,1
LNP,Somewhat disagree,0.14,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,2
LNP,Neutral,0.24,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,3
LNP,Somewhat agree,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,4
LNP,Strongly agree,0.16,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,5
LNP,Don't know,0.02,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,Don't know
Men,Strongly disagree,0.18,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,1
Men,Somewhat disagree,0.13,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,2
Men,Neutral,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,3
Men,Somewhat agree,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,4
Men,Strongly agree,0.2,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,5
Men,Don't know,0.02,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,Don't know
New South Wales,Strongly disagree,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,1
New South Wales,Somewhat disagree,0.13,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,2
New South Wales,Neutral,0.24,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,3
New South Wales,Somewhat agree,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,4
New South Wales,Strongly agree,0.17,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,5
New South Wales,Don't know,0.01,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,Don't know
No religion,Strongly disagree,0.22,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,1
No religion,Somewhat disagree,0.12,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,2
No religion,Neutral,0.22,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,3
No religion,Somewhat agree,0.23,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,4
No religion,Strongly agree,0.19,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,5
No religion,Don't know,0.02,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,Don't know
Non-white,Strongly disagree,0.16,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,1
Non-white,Somewhat disagree,0.12,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,2
Non-white,Neutral,0.22,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,3
Non-white,Somewhat agree,0.23,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,4
Non-white,Strongly agree,0.23,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,5
Non-white,Don't know,0.03,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,Don't know
Northern Territory,Strongly disagree,0.18,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,1
Northern Territory,Somewhat disagree,0.14,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,2
Northern Territory,Neutral,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,3
Northern Territory,Somewhat agree,0.3,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,4
Northern Territory,Strongly agree,0.16,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,5
Northern Territory,Don't know,0.01,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,Don't know
One Nation,Strongly disagree,0.24,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,1
One Nation,Somewhat disagree,0.1,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,2
One Nation,Neutral,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,3
One Nation,Somewhat agree,0.28,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,4
One Nation,Strongly agree,0.14,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,5
One Nation,Don't know,0.01,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,Don't know
Other,Strongly disagree,0.17,30245,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,language,1
Other,Somewhat disagree,0.13,30245,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,language,2
Other,Neutral,0.23,30245,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,language,3
Other,Somewhat agree,0.23,30245,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,language,4
Other,Strongly agree,0.22,30245,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,language,5
Other,Don't know,0.03,30245,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,language,Don't know
Other,Strongly disagree,0.18,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,1
Other,Somewhat disagree,0.15,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,2
Other,Neutral,0.24,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,3
Other,Somewhat agree,0.22,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,4
Other,Strongly agree,0.18,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,5
Other,Don't know,0.03,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,Don't know
Other,Strongly disagree,0.18,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,1
Other,Somewhat disagree,0.11,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,2
Other,Neutral,0.25,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,3
Other,Somewhat agree,0.24,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,4
Other,Strongly agree,0.2,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,5
Other,Don't know,0.02,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,vote,Don't know
Other (all),Strongly disagree,0.22,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,chinese_australian,1
Other (all),Somewhat disagree,0.13,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,chinese_australian,2
Other (all),Neutral,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,chinese_australian,3
Other (all),Somewhat agree,0.22,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,chinese_australian,4
Other (all),Strongly agree,0.17,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,chinese_australian,5
Other (all),Don't know,0.02,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,chinese_australian,Don't know
Outer Metro,Strongly disagree,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,1
Outer Metro,Somewhat disagree,0.12,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,2
Outer Metro,Neutral,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,3
Outer Metro,Somewhat agree,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,4
Outer Metro,Strongly agree,0.18,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,5
Outer Metro,Don't know,0.02,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,Don't know
Overall,Strongly disagree,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,overall,1
Overall,Somewhat disagree,0.13,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,overall,2
Overall,Neutral,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,overall,3
Overall,Somewhat agree,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,overall,4
Overall,Strongly agree,0.18,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,overall,5
Overall,Don't know,0.02,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,overall,Don't know
Protestant,Strongly disagree,0.23,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,1
Protestant,Somewhat disagree,0.14,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,2
Protestant,Neutral,0.24,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,3
Protestant,Somewhat agree,0.22,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,4
Protestant,Strongly agree,0.14,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,5
Protestant,Don't know,0.02,30102,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,religion,Don't know
Queensland,Strongly disagree,0.22,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,1
Queensland,Somewhat disagree,0.14,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,2
Queensland,Neutral,0.24,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,3
Queensland,Somewhat agree,0.2,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,4
Queensland,Strongly agree,0.17,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,5
Queensland,Don't know,0.03,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,Don't know
Regional,Strongly disagree,0.22,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,1
Regional,Somewhat disagree,0.13,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,2
Regional,Neutral,0.26,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,3
Regional,Somewhat agree,0.22,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,4
Regional,Strongly agree,0.16,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,5
Regional,Don't know,0.01,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,Don't know
Rural,Strongly disagree,0.24,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,1
Rural,Somewhat disagree,0.14,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,2
Rural,Neutral,0.25,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,3
Rural,Somewhat agree,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,4
Rural,Strongly agree,0.15,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,5
Rural,Don't know,0.02,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,region,Don't know
South Australia,Strongly disagree,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,1
South Australia,Somewhat disagree,0.14,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,2
South Australia,Neutral,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,3
South Australia,Somewhat agree,0.2,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,4
South Australia,Strongly agree,0.18,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,5
South Australia,Don't know,0.04,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,Don't know
Tasmania,Strongly disagree,0.21,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,1
Tasmania,Somewhat disagree,0.11,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,2
Tasmania,Neutral,0.24,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,3
Tasmania,Somewhat agree,0.22,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,4
Tasmania,Strongly agree,0.18,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,5
Tasmania,Don't know,0.03,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,Don't know
Victoria,Strongly disagree,0.2,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,1
Victoria,Somewhat disagree,0.12,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,2
Victoria,Neutral,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,3
Victoria,Somewhat agree,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,4
Victoria,Strongly agree,0.19,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,5
Victoria,Don't know,0.03,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,Don't know
Western Australia,Strongly disagree,0.2,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,1
Western Australia,Somewhat disagree,0.13,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,2
Western Australia,Neutral,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,3
Western Australia,Somewhat agree,0.25,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,4
Western Australia,Strongly agree,0.17,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,5
Western Australia,Don't know,0.01,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,state,Don't know
White,Strongly disagree,0.22,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,1
White,Somewhat disagree,0.13,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,2
White,Neutral,0.23,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,3
White,Somewhat agree,0.22,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,4
White,Strongly agree,0.17,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,5
White,Don't know,0.02,30104,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,european,Don't know
Women,Strongly disagree,0.24,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,1
Women,Somewhat disagree,0.13,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,2
Women,Neutral,0.23,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,3
Women,Somewhat agree,0.22,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,4
Women,Strongly agree,0.15,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,5
Women,Don't know,0.02,30335,Q69_17,I think I would be happier if I... - Had a more fulfilling romantic relationship,sex,Don't know
$0 to $599 per week,Strongly disagree,0.14,23517,Q69_2,I think I would be happier if I... - Had more friends,income,1
$0 to $599 per week,Somewhat disagree,0.16,23517,Q69_2,I think I would be happier if I... - Had more friends,income,2
$0 to $599 per week,Neutral,0.3,23517,Q69_2,I think I would be happier if I... - Had more friends,income,3
$0 to $599 per week,Somewhat agree,0.25,23517,Q69_2,I think I would be happier if I... - Had more friends,income,4
$0 to $599 per week,Strongly agree,0.11,23517,Q69_2,I think I would be happier if I... - Had more friends,income,5
$0 to $599 per week,Don't know,0.03,23517,Q69_2,I think I would be happier if I... - Had more friends,income,Don't know
"$1,000 to 1,499 per week",Strongly disagree,0.13,23517,Q69_2,I think I would be happier if I... - Had more friends,income,1
"$1,000 to 1,499 per week",Somewhat disagree,0.18,23517,Q69_2,I think I would be happier if I... - Had more friends,income,2
"$1,000 to 1,499 per week",Neutral,0.31,23517,Q69_2,I think I would be happier if I... - Had more friends,income,3
"$1,000 to 1,499 per week",Somewhat agree,0.29,23517,Q69_2,I think I would be happier if I... - Had more friends,income,4
"$1,000 to 1,499 per week",Strongly agree,0.08,23517,Q69_2,I think I would be happier if I... - Had more friends,income,5
"$1,000 to 1,499 per week",Don't know,0.01,23517,Q69_2,I think I would be happier if I... - Had more friends,income,Don't know
"$1,500 to $2,499 per week",Strongly disagree,0.11,23517,Q69_2,I think I would be happier if I... - Had more friends,income,1
"$1,500 to $2,499 per week",Somewhat disagree,0.21,23517,Q69_2,I think I would be happier if I... - Had more friends,income,2
"$1,500 to $2,499 per week",Neutral,0.28,23517,Q69_2,I think I would be happier if I... - Had more friends,income,3
"$1,500 to $2,499 per week",Somewhat agree,0.28,23517,Q69_2,I think I would be happier if I... - Had more friends,income,4
"$1,500 to $2,499 per week",Strongly agree,0.11,23517,Q69_2,I think I would be happier if I... - Had more friends,income,5
"$1,500 to $2,499 per week",Don't know,0.01,23517,Q69_2,I think I would be happier if I... - Had more friends,income,Don't know
"$2,500 to $2,999 per week",Strongly disagree,0.13,23517,Q69_2,I think I would be happier if I... - Had more friends,income,1
"$2,500 to $2,999 per week",Somewhat disagree,0.18,23517,Q69_2,I think I would be happier if I... - Had more friends,income,2
"$2,500 to $2,999 per week",Neutral,0.31,23517,Q69_2,I think I would be happier if I... - Had more friends,income,3
"$2,500 to $2,999 per week",Somewhat agree,0.26,23517,Q69_2,I think I would be happier if I... - Had more friends,income,4
"$2,500 to $2,999 per week",Strongly agree,0.11,23517,Q69_2,I think I would be happier if I... - Had more friends,income,5
"$2,500 to $2,999 per week",Don't know,0.01,23517,Q69_2,I think I would be happier if I... - Had more friends,income,Don't know
"$3,000 or more per week",Strongly disagree,0.12,23517,Q69_2,I think I would be happier if I... - Had more friends,income,1
"$3,000 or more per week",Somewhat disagree,0.24,23517,Q69_2,I think I would be happier if I... - Had more friends,income,2
"$3,000 or more per week",Neutral,0.28,23517,Q69_2,I think I would be happier if I... - Had more friends,income,3
"$3,000 or more per week",Somewhat agree,0.27,23517,Q69_2,I think I would be happier if I... - Had more friends,income,4
"$3,000 or more per week",Strongly agree,0.1,23517,Q69_2,I think I would be happier if I... - Had more friends,income,5
"$3,000 or more per week",Don't know,0,23517,Q69_2,I think I would be happier if I... - Had more friends,income,Don't know
"$600 to $1,000 per week",Strongly disagree,0.13,23517,Q69_2,I think I would be happier if I... - Had more friends,income,1
"$600 to $1,000 per week",Somewhat disagree,0.17,23517,Q69_2,I think I would be happier if I... - Had more friends,income,2
"$600 to $1,000 per week",Neutral,0.34,23517,Q69_2,I think I would be happier if I... - Had more friends,income,3
"$600 to $1,000 per week",Somewhat agree,0.26,23517,Q69_2,I think I would be happier if I... - Had more friends,income,4
"$600 to $1,000 per week",Strongly agree,0.09,23517,Q69_2,I think I would be happier if I... - Had more friends,income,5
"$600 to $1,000 per week",Don't know,0.01,23517,Q69_2,I think I would be happier if I... - Had more friends,income,Don't know
18-24,Strongly disagree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,1
18-24,Somewhat disagree,0.18,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,2
18-24,Neutral,0.22,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,3
18-24,Somewhat agree,0.3,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,4
18-24,Strongly agree,0.18,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,5
18-24,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,Don't know
25-29,Strongly disagree,0.09,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,1
25-29,Somewhat disagree,0.23,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,2
25-29,Neutral,0.25,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,3
25-29,Somewhat agree,0.3,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,4
25-29,Strongly agree,0.12,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,5
25-29,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,Don't know
30-39,Strongly disagree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,1
30-39,Somewhat disagree,0.22,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,2
30-39,Neutral,0.3,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,3
30-39,Somewhat agree,0.26,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,4
30-39,Strongly agree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,5
30-39,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,Don't know
40-49,Strongly disagree,0.12,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,1
40-49,Somewhat disagree,0.2,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,2
40-49,Neutral,0.28,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,3
40-49,Somewhat agree,0.28,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,4
40-49,Strongly agree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,5
40-49,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,Don't know
50-64,Strongly disagree,0.13,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,1
50-64,Somewhat disagree,0.19,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,2
50-64,Neutral,0.33,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,3
50-64,Somewhat agree,0.25,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,4
50-64,Strongly agree,0.08,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,5
50-64,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,Don't know
65-74,Strongly disagree,0.13,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,1
65-74,Somewhat disagree,0.17,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,2
65-74,Neutral,0.37,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,3
65-74,Somewhat agree,0.25,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,4
65-74,Strongly agree,0.06,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,5
65-74,Don't know,0.02,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,Don't know
75+,Strongly disagree,0.17,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,1
75+,Somewhat disagree,0.16,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,2
75+,Neutral,0.36,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,3
75+,Somewhat agree,0.22,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,4
75+,Strongly agree,0.05,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,5
75+,Don't know,0.04,30321,Q69_2,I think I would be happier if I... - Had more friends,age2,Don't know
Abroad,Strongly disagree,0.12,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,1
Abroad,Somewhat disagree,0.17,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,2
Abroad,Neutral,0.31,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,3
Abroad,Somewhat agree,0.23,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,4
Abroad,Strongly agree,0.15,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,5
Abroad,Don't know,0.02,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,Don't know
ALP,Strongly disagree,0.11,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,1
ALP,Somewhat disagree,0.18,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,2
ALP,Neutral,0.3,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,3
ALP,Somewhat agree,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,4
ALP,Strongly agree,0.1,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,5
ALP,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,vote,Don't know
arrived 10 years ago or less,Strongly disagree,0.07,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,1
arrived 10 years ago or less,Somewhat disagree,0.09,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,2
arrived 10 years ago or less,Neutral,0.33,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,3
arrived 10 years ago or less,Somewhat agree,0.34,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,4
arrived 10 years ago or less,Strongly agree,0.18,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,5
arrived 10 years ago or less,Don't know,0,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,Don't know
arrived more than 10 years ago,Strongly disagree,0.13,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,1
arrived more than 10 years ago,Somewhat disagree,0.18,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,2
arrived more than 10 years ago,Neutral,0.3,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,3
arrived more than 10 years ago,Somewhat agree,0.22,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,4
arrived more than 10 years ago,Strongly agree,0.14,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,5
arrived more than 10 years ago,Don't know,0.02,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,Don't know
Australia,Strongly disagree,0.12,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,1
Australia,Somewhat disagree,0.2,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,2
Australia,Neutral,0.3,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,3
Australia,Somewhat agree,0.28,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,4
Australia,Strongly agree,0.09,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,5
Australia,Don't know,0.01,30251,Q69_2,I think I would be happier if I... - Had more friends,birth_country,Don't know
Australian born,Strongly disagree,0.12,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,1
Australian born,Somewhat disagree,0.2,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,2
Australian born,Neutral,0.3,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,3
Australian born,Somewhat agree,0.28,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,4
Australian born,Strongly agree,0.09,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,5
Australian born,Don't know,0.01,30321,Q69_2,I think I would be happier if I... - Had more friends,immigrant,Don't know
Australian Capital Territory,Strongly disagree,0.06,30321,Q69_2,I think I would be happier if I... - Had more friends,state,1
Australian Capital Territory,Somewhat disagree,0.29,30321,Q69_2,I think I would be happier if I... - Had more friends,state,2
